escrow_id,milestone_id,deposit_amount,deposit_date,release_date,release_status
1395,1395,2334,2025-08-12,2025-09-04,Released
1396,1396,1684,2026-03-18,,Pending
1397,1397,2609,2025-12-30,,Pending
1398,1398,2062,2026-07-09,2026-07-28,Released
1399,1399,1016,2025-07-02,,Released
1400,1400,1153,2026-04-07,2026-04-24,Released
1401,1401,1328,2025-08-07,2025-08-25,Released
1402,1402,952,2025-08-25,,Pending
1403,1403,1986,2025-07-04,,Held
1404,1404,1998,2025-10-21,,Pending
1405,1405,645,2026-05-17,,Held
1406,1406,882,2025-12-24,,Held
1407,1407,1588,2025-08-24,,Pending
1408,1408,1635,2026-02-19,,Held
1409,1409,678,2026-05-27,,Pending
1410,1410,308,2025-07-28,,Released
1411,1411,2801,2026-01-10,,Pending
1412,1412,838,2026-05-19,,Pending
1413,1413,1219,2025-09-14,,Held
1414,1414,1746,2026-05-21,,Held
1415,1415,1396,2025-12-11,,Pending
1416,1416,2093,2026-05-24,,Pending
1417,1417,2672,2026-08-05,2026-08-26,Released
1418,1418,135,2026-03-28,2026-04-02,Released
1419,1419,1561,2025-10-29,2025-11-13,Released
1420,1420,370,2026-08-02,,Pending
1421,1421,2045,2026-02-13,,Pending
1422,1422,1342,2025-08-10,,Released
1423,1423,768,2026-06-04,,Pending
1424,1424,2675,2026-05-16,,Pending
1425,1425,564,2026-05-04,,Held
1426,1426,497,2026-02-20,,Released
1427,1427,798,2025-11-02,,Released
1428,1428,1906,2025-08-03,,Held
1429,1429,2851,2025-08-12,,Held
1430,1430,448,2025-12-06,,Pending
1431,1431,2839,2026-04-05,2026-04-13,Released
1432,1432,1297,2026-02-03,,Held
1433,1433,2569,2025-12-16,,Pending
1434,1434,1135,2026-07-12,,Released
1435,1435,2105,2025-06-30,,Pending
1436,1436,2969,2025-07-25,,Pending
1437,1437,1482,2026-06-08,,Released
1438,1438,2800,2026-02-28,2026-03-19,Released
1439,1439,143,2026-05-10,,Held
1440,1440,1659,2025-06-19,,Released
1441,1441,1690,2026-01-06,,Released
1442,1442,1474,2025-06-15,,Pending
1443,1443,1767,2025-08-28,,Held
1444,1444,1171,2025-07-20,,Held
1445,1445,1192,2026-03-17,,Released
1446,1446,2184,2026-06-25,2026-07-10,Released
1447,1447,366,2025-12-07,2025-12-23,Released
1448,1448,408,2026-05-22,2026-05-29,Released
1449,1449,2629,2026-05-08,2026-05-23,Released
1450,1450,2684,2026-04-03,,Pending
1451,1451,330,2025-09-08,,Held
1452,1452,1873,2026-03-12,,Held
1453,1453,1684,2026-01-21,,Pending
1454,1454,908,2025-12-05,,Held
1455,1455,2021,2026-07-17,,Pending
1456,1456,1912,2026-02-28,2026-03-06,Released
1457,1457,1178,2025-06-29,2025-07-10,Released
1458,1458,2967,2025-08-28,2025-09-08,Released
1459,1459,866,2026-01-11,,Pending
1460,1460,2702,2026-07-22,,Held
1461,1461,2175,2026-03-07,,Held
1462,1462,1127,2026-05-12,,Pending
1463,1463,2899,2025-11-08,,Pending
1464,1464,352,2025-06-14,2025-06-21,Released
1465,1465,2638,2025-09-21,,Pending
1466,1466,2959,2025-08-02,,Held
1467,1467,1174,2026-01-24,,Held
1468,1468,2067,2025-07-23,,Pending
1469,1469,1383,2025-11-14,,Held
1470,1470,2505,2026-05-03,2026-05-15,Released
1471,1471,1428,2026-01-28,,Pending
1472,1472,725,2025-09-14,,Released
1473,1473,1818,2026-05-07,,Released
1474,1474,1662,2026-03-20,,Held
1475,1475,718,2025-10-08,,Held
1476,1476,1702,2025-09-03,,Pending
1477,1477,748,2026-05-18,,Pending
1478,1478,1032,2026-03-31,2026-04-13,Released
1479,1479,1872,2026-07-30,,Pending
1480,1480,2827,2026-01-01,2026-01-21,Released
1481,1481,1424,2025-08-27,,Held
1482,1482,679,2026-03-25,,Released
1483,1483,986,2025-07-01,,Pending
1484,1484,1486,2026-03-14,,Held
1485,1485,2605,2025-10-12,2025-10-30,Released
1486,1486,1497,2025-12-15,,Held
1487,1487,1613,2025-11-02,,Held
1488,1488,1615,2026-05-21,,Pending
1489,1489,2919,2026-05-02,,Released
1490,1490,2696,2025-07-01,,Pending
1491,1491,2464,2026-04-24,,Pending
1492,1492,2691,2026-07-11,,Held
1493,1493,2596,2025-08-26,2025-09-18,Released
1494,1494,2407,2026-05-13,,Pending
1495,1495,2192,2026-01-05,,Released
1496,1496,433,2025-08-01,,Held
1497,1497,374,2026-06-29,,Pending
1498,1498,686,2026-04-16,,Pending
1499,1499,1110,2026-02-20,,Released
1500,1500,1558,2025-10-29,,Held
1501,1501,1410,2025-09-05,,Pending
1502,1502,2745,2026-03-28,2026-04-08,Released
1503,1503,593,2025-10-29,,Pending
1504,1504,2244,2026-05-10,,Held
1505,1505,1832,2025-10-29,,Held
1506,1506,1169,2025-07-24,2025-08-07,Released
1507,1507,704,2026-04-23,,Pending
1508,1508,2532,2026-06-18,,Pending
1509,1509,1967,2025-11-19,,Pending
1510,1510,1266,2025-09-15,2025-10-04,Released
1511,1511,314,2025-12-30,,Pending
1512,1512,680,2026-01-05,,Pending
1513,1513,2353,2026-06-27,,Released
1514,1514,1720,2025-08-13,2025-08-28,Released
1515,1515,1427,2026-07-13,,Held
1516,1516,328,2025-12-23,,Held
1517,1517,361,2025-11-25,2025-12-15,Released
1518,1518,1485,2025-08-10,,Released
1519,1519,1740,2026-04-15,,Held
1520,1520,948,2026-03-09,,Pending
1521,1521,1031,2026-08-02,,Released
1522,1522,273,2025-09-07,2025-09-27,Released
1523,1523,663,2025-08-06,,Held
1524,1524,2698,2026-04-03,,Held
1525,1525,2116,2025-07-08,2025-07-22,Released
1526,1526,2352,2025-08-10,2025-08-28,Released
1527,1527,129,2026-06-10,,Pending
1528,1528,2185,2025-12-25,2026-01-10,Released
1529,1529,130,2025-08-24,,Held
1530,1530,1188,2025-11-06,,Held
1531,1531,754,2026-06-25,,Released
1532,1532,901,2026-02-25,,Pending
1533,1533,588,2026-05-15,,Held
1534,1534,2571,2026-03-11,,Held
1535,1535,938,2026-02-28,,Released
1536,1536,2925,2025-08-24,,Held
1537,1537,1578,2026-07-31,,Pending
1538,1538,988,2026-06-12,,Held
1539,1539,945,2025-07-19,,Pending
1540,1540,1440,2026-06-13,,Pending
1541,1541,2066,2026-01-07,,Held
1542,1542,418,2026-08-11,,Held
1543,1543,100,2026-02-20,,Pending
1544,1544,753,2026-06-04,2026-06-27,Released
1545,1545,411,2025-10-09,,Pending
1546,1546,243,2026-04-19,,Released
1547,1547,1971,2026-04-22,,Released
1548,1548,452,2025-09-26,,Held
1549,1549,1218,2025-10-30,,Pending
1550,1550,982,2026-02-14,2026-02-23,Released
1551,1551,222,2026-06-27,,Released
1552,1552,1789,2026-02-20,,Released
1553,1553,2789,2025-08-15,2025-08-21,Released
1554,1554,2062,2026-02-12,2026-02-26,Released
1555,1555,870,2025-06-15,2025-06-28,Released
1556,1556,280,2026-08-04,,Held
1557,1557,2389,2025-06-30,,Held
1558,1558,1273,2025-12-30,,Pending
1559,1559,1628,2026-05-06,,Held
1560,1560,2314,2025-06-27,2025-07-19,Released
1561,1561,1767,2026-01-25,,Released
1562,1562,2014,2026-01-03,,Pending
1563,1563,2867,2026-05-18,,Held
1564,1564,454,2026-05-28,,Held
1565,1565,1569,2025-12-22,,Held
1566,1566,275,2025-09-23,,Pending
1567,1567,2552,2026-02-05,,Pending
1568,1568,2449,2025-06-18,2025-06-28,Released
1569,1569,434,2026-04-20,,Pending
1570,1570,271,2026-07-22,,Held
1571,1571,2901,2025-08-08,,Held
1572,1572,578,2025-10-17,,Pending
1573,1573,2346,2026-03-15,,Pending
1574,1574,997,2025-07-21,,Held
1575,1575,2917,2026-01-03,,Released
1576,1576,737,2025-10-20,,Held
1577,1577,2166,2026-04-08,2026-04-13,Released
1578,1578,1090,2026-06-13,,Pending
1579,1579,2714,2026-04-27,2026-05-19,Released
1580,1580,166,2025-06-23,2025-06-28,Released
1581,1581,374,2025-12-23,,Pending
1582,1582,1564,2026-05-07,,Held
1583,1583,1329,2026-06-20,,Pending
1584,1584,1855,2025-12-02,,Held
1585,1585,2701,2026-05-15,,Held
1586,1586,229,2025-11-17,,Pending
1587,1587,2969,2025-12-27,,Pending
1588,1588,2307,2026-03-09,,Released
1589,1589,1537,2026-06-14,,Held
1590,1590,258,2025-07-13,,Pending
1591,1591,1132,2026-06-28,,Held
1592,1592,1088,2025-11-01,,Held
1593,1593,1368,2025-06-26,,Held
1594,1594,987,2025-12-11,,Held
1595,1595,2530,2025-10-05,,Held
1596,1596,383,2026-07-21,,Held
1597,1597,2955,2026-01-30,,Held
1598,1598,299,2026-05-17,,Pending
1599,1599,2111,2026-05-14,2026-06-04,Released
1600,1600,766,2025-07-17,,Released
1601,1601,549,2026-06-23,,Held
1602,1602,2074,2026-04-22,,Pending
1603,1603,2778,2025-07-06,,Released
1604,1604,848,2026-07-20,2026-08-03,Released
1605,1605,1036,2026-03-27,,Held
1606,1606,515,2026-06-26,2026-07-04,Released
1607,1607,2962,2025-07-30,,Pending
1608,1608,2040,2025-11-15,2025-12-03,Released
1609,1609,374,2026-03-03,2026-03-21,Released
1610,1610,663,2025-11-15,2025-11-27,Released
1611,1611,1629,2025-08-26,,Held
1612,1612,2484,2026-02-06,,Pending
1613,1613,645,2025-07-11,,Held
1614,1614,345,2026-04-11,,Held
1615,1615,2827,2025-09-08,,Pending
1616,1616,661,2026-08-05,,Pending
1617,1617,2819,2025-09-22,,Pending
1618,1618,806,2025-07-31,,Pending
1619,1619,390,2026-01-02,2026-01-24,Released
1620,1620,378,2026-07-18,,Pending
1621,1621,1111,2026-02-15,,Held
1622,1622,1023,2026-07-26,,Pending
1623,1623,275,2025-09-10,,Pending
1624,1624,1700,2026-04-26,,Pending
1625,1625,2063,2025-09-17,,Held
1626,1626,2746,2025-11-10,,Held
1627,1627,2136,2025-10-04,2025-10-18,Released
1628,1628,371,2026-03-29,,Held
1629,1629,1250,2025-10-09,,Pending
1630,1630,1343,2025-07-09,,Held
1631,1631,2024,2025-11-07,,Held
1632,1632,2894,2026-01-06,,Held
1633,1633,2022,2026-01-23,,Pending
1634,1634,2686,2025-08-04,2025-08-28,Released
1635,1635,1211,2026-04-11,,Pending
1636,1636,1427,2026-03-28,2026-04-12,Released
1637,1637,885,2026-01-25,,Pending
1638,1638,1240,2025-10-15,,Pending
1639,1639,2611,2026-03-04,2026-03-15,Released
1640,1640,878,2026-05-19,,Held
1641,1641,1415,2026-07-20,2026-08-11,Released
1642,1642,810,2026-05-23,2026-06-13,Released
1643,1643,2715,2026-07-18,,Released
1644,1644,849,2025-07-10,,Held
1645,1645,1106,2026-06-27,,Pending
1646,1646,2301,2025-12-25,,Pending
1647,1647,2355,2025-07-17,,Pending
1648,1648,2355,2026-06-30,,Held
1649,1649,1822,2025-10-13,2025-11-05,Released
1650,1650,2538,2026-07-25,2026-08-14,Released
1651,1651,1382,2025-07-29,,Released
1652,1652,1236,2025-10-08,2025-10-15,Released
1653,1653,621,2026-04-05,,Released
1654,1654,939,2026-01-10,,Released
1655,1655,140,2026-06-20,2026-06-26,Released
1656,1656,1264,2026-01-20,,Pending
1657,1657,2572,2026-03-07,,Held
1658,1658,1068,2025-10-15,2025-10-31,Released
1659,1659,932,2026-07-31,,Held
1660,1660,2439,2026-01-29,,Held
1661,1661,2091,2025-08-08,,Released
1662,1662,1002,2025-11-07,,Pending
1663,1663,1683,2025-12-19,,Pending
1664,1664,1773,2026-03-14,,Held
1665,1665,2619,2025-10-15,,Pending
1666,1666,1419,2025-07-09,2025-07-24,Released
1667,1667,1911,2026-06-19,,Held
1668,1668,2561,2025-09-19,,Held
1669,1669,948,2026-07-21,2026-08-07,Released
1670,1670,1222,2026-03-14,,Released
1671,1671,2559,2025-12-05,,Pending
1672,1672,2743,2025-11-06,,Held
1673,1673,1572,2026-03-15,,Pending
1674,1674,1144,2025-10-30,,Pending
1675,1675,1164,2026-02-20,,Pending
1676,1676,2741,2026-04-05,,Held
1677,1677,1593,2026-06-06,2026-06-23,Released
1678,1678,478,2025-12-19,,Held
1679,1679,424,2025-10-20,,Held
1680,1680,680,2025-08-08,,Pending
1681,1681,1777,2026-05-15,,Pending
1682,1682,477,2025-08-25,,Held
1683,1683,1833,2025-10-01,,Released
1684,1684,375,2026-01-05,2026-01-12,Released
1685,1685,608,2026-07-31,,Pending
1686,1686,832,2026-05-06,,Released
1687,1687,1433,2025-07-03,2025-07-08,Released
1688,1688,2151,2025-11-10,,Held
1689,1689,652,2025-12-24,,Released
1690,1690,2450,2025-08-22,,Pending
1691,1691,817,2026-07-11,,Held
1692,1692,1645,2026-04-12,2026-04-19,Released
1693,1693,1754,2025-10-12,,Held
1694,1694,1549,2026-08-01,,Held
1695,1695,1129,2026-06-05,,Held
1696,1696,2146,2026-04-04,2026-04-25,Released
1697,1697,2556,2026-03-23,,Pending
1698,1698,1789,2025-08-17,,Pending
1699,1699,197,2025-09-22,,Pending
1700,1700,2715,2025-06-30,2025-07-18,Released
1701,1701,2758,2025-10-25,,Pending
1702,1702,1030,2025-08-05,,Pending
1703,1703,2005,2025-10-01,,Pending
1704,1704,634,2025-08-30,,Pending
1705,1705,2721,2026-02-07,2026-02-16,Released
1706,1706,2005,2025-06-27,,Pending
1707,1707,1304,2025-10-26,,Pending
1708,1708,265,2025-11-06,,Pending
1709,1709,145,2025-11-18,2025-11-28,Released
1710,1710,995,2026-01-28,,Held
1711,1711,1752,2025-08-21,,Pending
1712,1712,1521,2025-10-19,,Held
1713,1713,308,2026-07-10,,Held
1714,1714,1875,2025-12-02,,Held
1715,1715,1452,2026-01-11,,Held
1716,1716,1194,2025-08-13,2025-09-07,Released
1717,1717,1715,2025-12-25,,Released
1718,1718,1810,2025-10-27,2025-11-07,Released
1719,1719,962,2025-06-14,2025-06-27,Released
1720,1720,1187,2026-04-23,,Held
1721,1721,2018,2026-08-02,2026-08-14,Released
1722,1722,2841,2025-11-01,,Pending
1723,1723,2626,2026-04-09,,Held
1724,1724,1157,2025-12-31,,Held
1725,1725,2686,2025-10-14,,Held
1726,1726,2230,2026-07-20,,Held
1727,1727,1026,2026-08-04,2026-08-16,Released
1728,1728,1444,2026-02-12,,Held
1729,1729,310,2025-08-14,,Held
1730,1730,536,2026-02-08,,Released
1731,1731,2001,2026-07-04,2026-07-16,Released
1732,1732,2171,2025-12-18,,Pending
1733,1733,1817,2026-04-02,,Held
1734,1734,2652,2026-04-20,,Pending
1735,1735,1385,2026-07-01,2026-07-08,Released
1736,1736,730,2025-08-11,,Pending
1737,1737,1617,2026-02-02,,Released
1738,1738,2114,2025-10-22,,Pending
1739,1739,1861,2025-12-01,,Released
1740,1740,752,2026-06-06,,Held
1741,1741,439,2025-12-19,,Released
1742,1742,478,2025-07-22,,Held
1743,1743,2030,2025-07-06,2025-07-11,Released
1744,1744,458,2026-03-13,2026-04-05,Released
1745,1745,509,2026-02-16,,Released
1746,1746,2616,2025-09-15,2025-09-21,Released
1747,1747,1700,2026-07-16,,Pending
1748,1748,2609,2025-10-09,,Pending
1749,1749,493,2025-06-22,,Pending
1750,1750,231,2026-01-28,,Pending
1751,1751,2946,2025-12-19,,Pending
1752,1752,2184,2026-03-26,,Pending
1753,1753,1812,2025-07-20,2025-08-06,Released
1754,1754,962,2026-01-17,2026-02-01,Released
1755,1755,250,2025-09-03,2025-09-12,Released
1756,1756,400,2025-10-26,,Pending
1757,1757,2472,2026-02-25,2026-03-12,Released
1758,1758,602,2026-07-19,,Held
1759,1759,2507,2026-07-04,,Pending
1760,1760,2787,2025-11-13,2025-12-03,Released
1761,1761,884,2025-08-15,,Pending
1762,1762,1998,2026-06-11,,Held
1763,1763,1941,2025-11-17,2025-12-02,Released
1764,1764,2796,2025-11-18,,Pending
1765,1765,130,2025-10-12,2025-10-22,Released
1766,1766,481,2025-11-09,,Pending
1767,1767,706,2026-08-03,,Released
1768,1768,2573,2026-06-20,,Pending
1769,1769,1811,2025-07-20,2025-07-30,Released
1770,1770,1504,2026-04-19,,Held
1771,1771,2077,2025-12-19,,Held
1772,1772,2886,2026-08-09,,Held
1773,1773,1220,2026-05-21,,Held
1774,1774,2608,2025-10-13,,Held
1775,1775,2520,2026-05-22,,Held
1776,1776,282,2026-07-31,,Pending
1777,1777,2513,2025-12-10,,Held
1778,1778,1809,2026-06-29,,Pending
1779,1779,1045,2025-08-11,,Pending
1780,1780,1184,2026-02-18,,Pending
1781,1781,2837,2025-07-19,,Held
1782,1782,117,2025-09-09,,Held
1783,1783,1078,2026-01-01,,Pending
1784,1784,166,2026-06-17,,Held
1785,1785,1354,2026-08-07,,Held
1786,1786,2287,2025-07-11,,Held
1787,1787,1693,2026-07-27,,Held
1788,1788,2787,2026-05-01,2026-05-23,Released
1789,1789,184,2025-07-20,2025-08-09,Released
1790,1790,762,2025-12-04,,Pending
1791,1791,499,2026-07-07,,Pending
1792,1792,2717,2025-12-06,2025-12-28,Released
1793,1793,833,2026-02-04,2026-02-17,Released
1794,1794,2289,2026-04-11,,Pending
1795,1795,2836,2026-04-30,,Held
1796,1796,476,2025-08-10,,Pending
1797,1797,1125,2025-08-31,,Held
1798,1798,756,2025-11-22,,Held
1799,1799,2060,2026-02-03,,Held
1800,1800,1694,2025-06-30,,Pending
1801,1801,2711,2026-05-30,,Pending
1802,1802,1028,2026-06-03,,Held
1803,1803,2383,2025-10-20,,Pending
1804,1804,915,2026-02-06,,Released
1805,1805,2757,2025-12-27,,Pending
1806,1806,1998,2025-06-24,2025-07-09,Released
1807,1807,2124,2025-06-14,,Held
1808,1808,590,2025-10-02,,Held
1809,1809,1107,2026-07-25,,Pending
1810,1810,1301,2026-06-03,,Released
1811,1811,2823,2025-12-31,2026-01-14,Released
1812,1812,726,2026-03-18,,Pending
1813,1813,404,2026-06-28,,Held
1814,1814,1328,2025-12-07,,Pending
1815,1815,662,2026-01-08,,Held
1816,1816,564,2026-04-02,2026-04-18,Released
1817,1817,1403,2025-09-25,,Released
1818,1818,1048,2025-08-02,2025-08-09,Released
1819,1819,426,2025-10-09,,Held
1820,1820,1317,2026-08-10,,Held
1821,1821,266,2025-07-11,,Pending
1822,1822,480,2026-04-26,,Held
1823,1823,660,2026-02-15,2026-02-21,Released
1824,1824,1579,2026-02-08,,Pending
1825,1825,750,2026-06-17,,Held
1826,1826,1468,2026-03-07,2026-03-14,Released
1827,1827,2683,2026-01-01,2026-01-09,Released
1828,1828,793,2026-04-04,,Held
1829,1829,1077,2025-08-02,,Pending
1830,1830,2117,2026-01-17,,Held
1831,1831,964,2026-02-13,,Held
1832,1832,1298,2026-06-08,,Pending
1833,1833,1120,2025-08-21,,Held
1834,1834,1144,2025-07-07,,Held
1835,1835,1761,2025-10-27,,Held
1836,1836,2931,2026-06-22,,Released
1837,1837,2848,2025-08-09,2025-08-17,Released
1838,1838,2901,2025-08-21,,Pending
1839,1839,2769,2025-10-07,2025-10-12,Released
1840,1840,1793,2025-12-08,2025-12-13,Released
1841,1841,691,2026-07-06,,Released
1842,1842,1431,2025-11-11,,Pending
1843,1843,1916,2025-10-14,,Held
1844,1844,946,2026-01-24,,Pending
1845,1845,2106,2026-07-16,,Pending
1846,1846,300,2026-01-17,,Pending
1847,1847,2247,2026-05-05,,Pending
1848,1848,676,2025-08-30,,Pending
1849,1849,156,2025-07-23,,Pending
1850,1850,1961,2026-04-29,,Pending
1851,1851,922,2026-01-30,,Held
1852,1852,1699,2026-06-19,,Pending
1853,1853,646,2026-05-31,2026-06-19,Released
1854,1854,1675,2026-03-31,2026-04-20,Released
1855,1855,692,2025-10-19,2025-11-13,Released
1856,1856,2238,2026-03-31,,Pending
1857,1857,2796,2026-04-02,,Held
1858,1858,183,2025-07-23,2025-08-09,Released
1859,1859,1258,2026-02-15,,Pending
1860,1860,2452,2026-05-29,,Held
1861,1861,2264,2025-06-18,2025-07-08,Released
1862,1862,2426,2026-01-19,,Pending
1863,1863,1840,2025-11-18,,Pending
1864,1864,2501,2026-01-05,,Released
1865,1865,2410,2025-11-04,,Pending
1866,1866,1561,2026-07-05,,Pending
1867,1867,2119,2025-07-26,2025-08-10,Released
1868,1868,2925,2025-08-17,2025-08-22,Released
1869,1869,2013,2025-09-15,,Pending
1870,1870,2889,2025-09-01,,Held
1871,1871,978,2026-06-30,2026-07-12,Released
1872,1872,147,2026-03-01,,Held
1873,1873,2733,2026-06-02,,Held
1874,1874,1495,2026-01-22,2026-01-29,Released
1875,1875,2550,2026-01-25,,Held
1876,1876,2049,2026-02-02,,Held
1877,1877,2105,2026-05-01,2026-05-06,Released
1878,1878,2163,2025-07-31,,Held
1879,1879,100,2025-12-26,,Pending
1880,1880,1952,2025-07-15,,Held
1881,1881,2669,2026-05-27,,Held
1882,1882,834,2026-07-11,2026-07-17,Released
1883,1883,1308,2026-01-03,,Pending
1884,1884,936,2025-10-23,,Pending
1885,1885,730,2025-11-14,,Held
1886,1886,1634,2026-05-27,2026-06-06,Released
1887,1887,544,2026-06-27,2026-07-15,Released
1888,1888,729,2026-02-22,,Pending
1889,1889,2873,2026-05-04,,Held
1890,1890,1451,2025-11-05,,Pending
1891,1891,2805,2026-04-11,,Held
1892,1892,1840,2025-06-25,,Released
1893,1893,1243,2026-05-26,,Pending
1894,1894,903,2025-09-15,,Pending
1895,1895,472,2026-06-13,,Held
1896,1896,563,2025-08-12,,Held
1897,1897,316,2025-09-17,,Held
1898,1898,1085,2025-08-05,2025-08-14,Released
1899,1899,403,2025-08-07,2025-08-29,Released
1900,1900,2250,2025-07-16,,Held
1901,1901,280,2026-04-03,,Pending
1902,1902,2962,2026-05-12,,Held
1903,1903,2696,2025-07-16,,Held
1904,1904,1483,2026-05-09,2026-05-22,Released
1905,1905,1420,2026-05-01,2026-05-08,Released
1906,1906,432,2025-07-01,2025-07-24,Released
1907,1907,502,2025-07-28,,Pending
1908,1908,1621,2026-05-16,2026-06-10,Released
1909,1909,205,2026-01-17,,Held
1910,1910,2744,2025-07-08,,Pending
1911,1911,752,2025-08-02,,Released
1912,1912,2836,2025-09-28,,Held
1913,1913,2111,2025-07-11,,Held
1914,1914,819,2026-03-24,,Pending
1915,1915,1654,2026-04-30,,Pending
1916,1916,300,2026-05-12,2026-06-05,Released
1917,1917,1514,2026-07-09,,Held
1918,1918,1226,2025-09-08,,Held
1919,1919,2195,2026-07-01,2026-07-14,Released
1920,1920,2808,2025-08-30,,Released
1921,1921,1637,2025-11-09,,Held
1922,1922,1780,2025-07-21,,Held
1923,1923,2631,2026-06-08,,Pending
1924,1924,2706,2026-07-19,,Held
1925,1925,1196,2026-07-22,2026-07-28,Released
1926,1926,2265,2025-11-08,,Released
1927,1927,1171,2025-08-20,,Held
1928,1928,2342,2026-01-12,,Pending
1929,1929,894,2026-04-19,,Pending
1930,1930,362,2025-09-24,,Pending
1931,1931,679,2026-02-10,,Held
1932,1932,799,2025-07-25,,Held
1933,1933,1769,2026-02-14,,Pending
1934,1934,634,2025-06-18,,Pending
1935,1935,976,2025-09-13,2025-10-01,Released
1936,1936,436,2025-09-02,,Pending
1937,1937,1294,2025-10-11,,Held
1938,1938,1290,2026-07-02,,Released
1939,1939,1492,2026-01-27,,Held
1940,1940,885,2026-08-01,,Held
1941,1941,1784,2025-07-25,,Pending
1942,1942,2169,2025-09-12,2025-10-03,Released
1943,1943,1608,2026-01-13,2026-01-21,Released
1944,1944,830,2026-04-10,,Pending
1945,1945,2598,2025-11-16,,Held
1946,1946,1293,2026-02-19,2026-02-25,Released
1947,1947,895,2025-12-17,,Held
1948,1948,600,2026-07-26,,Pending
1949,1949,468,2025-08-29,2025-09-06,Released
1950,1950,606,2025-11-11,,Held
1951,1951,2117,2025-11-21,2025-12-02,Released
1952,1952,242,2025-09-12,,Held
1953,1953,490,2025-09-17,,Pending
1954,1954,134,2025-07-31,2025-08-21,Released
1955,1955,220,2026-08-06,,Held
1956,1956,153,2025-08-04,2025-08-25,Released
1957,1957,2034,2025-07-29,,Held
1958,1958,2541,2025-08-09,2025-08-23,Released
1959,1959,112,2026-05-03,,Held
1960,1960,1606,2026-04-09,,Held
1961,1961,412,2026-02-05,,Pending
1962,1962,2455,2025-06-30,,Pending
1963,1963,1504,2025-10-30,2025-11-19,Released
1964,1964,897,2025-08-01,,Released
1965,1965,2565,2025-10-11,,Held
1966,1966,1483,2026-02-23,,Pending
1967,1967,1768,2025-10-23,,Held
1968,1968,1855,2026-08-02,,Pending
1969,1969,2227,2025-12-19,,Held
1970,1970,326,2026-02-03,,Held
1971,1971,1699,2025-10-14,,Pending
1972,1972,730,2026-06-12,,Held
1973,1973,971,2025-09-01,,Released
1974,1974,1494,2025-07-12,,Pending
1975,1975,2665,2026-06-06,,Pending
1976,1976,684,2026-01-01,,Held
1977,1977,1289,2026-03-29,,Held
1978,1978,2371,2025-08-28,2025-09-11,Released
1979,1979,894,2026-08-12,,Pending
1980,1980,2832,2026-01-08,,Held
1981,1981,288,2025-07-27,2025-08-14,Released
1982,1982,2617,2025-12-16,,Held
1983,1983,2580,2026-03-20,2026-03-25,Released
1984,1984,2998,2025-07-19,2025-08-11,Released
1985,1985,2451,2025-08-13,,Released
1986,1986,1145,2025-11-30,,Held
1987,1987,2548,2026-02-19,,Held
1988,1988,2657,2025-07-26,,Held
1989,1989,2363,2026-07-12,,Held
1990,1990,467,2026-08-03,,Held
1991,1991,2472,2025-07-10,,Pending
1992,1992,701,2026-08-02,,Pending
1993,1993,187,2025-11-04,,Held
1994,1994,896,2026-02-21,2026-03-17,Released
1995,1995,1013,2026-08-09,,Pending
1996,1996,2409,2025-08-04,,Held
1997,1997,2648,2026-06-05,,Held
1998,1998,2722,2026-04-17,,Released
1999,1999,225,2025-10-09,,Held
2000,2000,2400,2026-04-12,,Held
2001,2001,1434,2026-02-15,,Held
2002,2002,2763,2025-10-07,,Released
2003,2003,2792,2026-05-15,,Held
2004,2004,112,2026-03-14,,Pending
2005,2005,2947,2025-11-30,,Held
2006,2006,222,2026-01-01,,Held
2007,2007,2518,2026-02-24,,Pending
2008,2008,2807,2025-12-02,,Pending
2009,2009,1511,2026-01-05,,Pending
2010,2010,2073,2025-10-09,,Pending
2011,2011,2440,2026-05-06,,Pending
2012,2012,886,2025-07-29,,Pending
2013,2013,1372,2025-09-27,,Held
2014,2014,772,2026-01-10,,Pending
2015,2015,2834,2026-03-07,,Held
2016,2016,356,2025-08-09,,Released
2017,2017,2606,2025-07-25,,Pending
2018,2018,371,2025-07-05,,Pending
2019,2019,1243,2025-07-12,2025-08-06,Released
2020,2020,322,2026-03-28,,Pending
2021,2021,2237,2026-08-01,2026-08-26,Released
2022,2022,2729,2025-11-23,,Pending
2023,2023,1003,2026-03-29,,Held
2024,2024,1904,2025-08-17,,Pending
2025,2025,1939,2026-03-04,2026-03-10,Released
2026,2026,2850,2025-07-24,,Released
2027,2027,179,2025-07-15,,Held
2028,2028,2661,2026-04-29,,Pending
2029,2029,2964,2026-05-05,,Held
2030,2030,1176,2026-05-16,2026-06-07,Released
2031,2031,1959,2025-09-07,2025-09-18,Released
2032,2032,1512,2026-03-22,,Pending
2033,2033,2877,2026-01-07,2026-01-17,Released
2034,2034,1074,2025-10-02,,Held
2035,2035,642,2025-11-06,,Pending
2036,2036,1640,2026-06-14,2026-06-30,Released
2037,2037,1315,2026-01-31,,Pending
2038,2038,2470,2026-07-23,,Pending
2039,2039,1866,2025-06-26,,Pending
2040,2040,1950,2025-12-13,2025-12-25,Released
2041,2041,2026,2026-07-07,,Held
2042,2042,797,2025-11-23,2025-12-14,Released
2043,2043,847,2025-10-25,2025-11-16,Released
2044,2044,802,2025-11-20,,Held
2045,2045,2913,2025-12-25,,Held
2046,2046,1048,2025-06-26,,Held
2047,2047,825,2026-02-05,,Held
2048,2048,219,2026-06-14,,Pending
